No,Name,Genre,RMS,LUFS,LRA,N peaks,DR,Crest,LR coeff,MS coeff
663,../master-dynamics/audio/663.mp3,disco,0.10621671378612518,-14.656095504760742,1.539778709411621,0,7.494482,6.374843120574951,-0.007615111768245697,0.34237126447918265
393,../master-dynamics/audio/393.mp3,funk,0.3565771281719208,-5.906225204467773,2.7744011878967285,3613,15.179044,4.485652923583984,0.0049304962158203125,0.12103667055928598
473,../master-dynamics/audio/473.mp3,orchestral,0.07754885405302048,-18.015249252319336,4.216222763061523,0,13.332377,6.040702819824219,-0.021404199302196503,0.46403970726661187
157,../master-dynamics/audio/157.mp3,reggae,0.2070205956697464,-11.153804779052734,1.259282112121582,0,5.0757694,6.290003299713135,-0.004454478621482849,0.1926964917615687
192,../master-dynamics/audio/192.mp3,k-pop,0.22687958180904388,-9.998839378356934,3.2580442428588867,17,12.273485,6.157650947570801,-0.001558944582939148,0.2971661297893872
549,../master-dynamics/audio/549.mp3,rock,0.22729605436325073,-9.172088623046875,0.7189226150512695,0,4.1941376,5.3555779457092285,-0.017450004816055298,0.322308881755694
417,../master-dynamics/audio/417.mp3,rhythm and blues,0.07915662974119186,-16.544431686401367,1.6603031158447266,0,11.651428,7.666788578033447,-0.014149360358715057,0.4629405609324631
197,../master-dynamics/audio/197.mp3,k-pop,0.2544797658920288,-10.614246368408203,2.878209114074707,633,13.426424,5.932234764099121,0.00021061301231384277,0.1701206473086593
642,../master-dynamics/audio/642.mp3,disco,0.1148914322257042,-13.761417388916016,3.6309642791748047,0,12.536448,9.529202461242676,-0.01575690507888794,0.4009727053523781
87,../master-dynamics/audio/87.mp3,jazz,0.23319406807422638,-10.63237190246582,2.7102184295654297,12,7.84894,5.87959098815918,-0.0088978111743927,0.21535291285672922
475,../master-dynamics/audio/475.mp3,orchestral,0.019831644371151924,-29.521520614624023,5.902280807495117,0,19.939163,7.829684257507324,0.0016962215304374695,0.4746713901851164
660,../master-dynamics/audio/660.mp3,disco,0.24061080813407898,-11.051182746887207,0.6740789413452148,5,4.1900015,5.869938850402832,0.0005201250314712524,0.09704840917522185
170,../master-dynamics/audio/170.mp3,k-pop,0.3572637736797333,-5.737760543823242,1.7407937049865723,215,9.950688,4.084095478057861,0.0037065744400024414,0.3334283320462067
0,../master-dynamics/audio/0.mp3,classical,0.08586523681879044,-16.957366943359375,8.753890991210938,0,14.0305395,9.315699577331543,-0.01199880987405777,0.40072290436683905
