No,Name,Genre,RMS,LUFS,LRA,N peaks,DR,Crest,LR coeff,MS coeff
430,../master-dynamics/audio/430.mp3,pop,0.30877527594566345,-6.696783065795898,1.6368260383605957,166,11.01659,4.477400302886963,-0.0034305453300476074,0.3427387671225148
198,../master-dynamics/audio/198.mp3,k-pop,0.3042973279953003,-7.289290904998779,2.032665252685547,100,7.876405,4.238980770111084,0.00476798415184021,0.3026541261492569
323,../master-dynamics/audio/323.mp3,country,0.28097638487815857,-8.497228622436523,2.5276684761047363,0,10.65283,4.481256484985352,-0.0721282958984375,0.2963965327815866
423,../master-dynamics/audio/423.mp3,rhythm and blues,0.1159752681851387,-15.850417137145996,3.0895519256591797,0,18.438726,8.388668060302734,0.0020717158913612366,0.12157344143038404
81,../master-dynamics/audio/81.mp3,house,0.3365076780319214,-5.9679107666015625,3.151144027709961,1096,5.7090898,4.366025924682617,-0.006055921316146851,0.3699233080049479
609,../master-dynamics/audio/609.mp3,soul,0.33009767532348633,-6.520478248596191,0.4325428009033203,8,4.9019184,3.7794888019561768,0.00518229603767395,0.37376233485928595
77,../master-dynamics/audio/77.mp3,house,0.26186293363571167,-8.037483215332031,1.7003798484802246,40,10.758338,5.478521823883057,0.0005908608436584473,0.34994870359805297
48,../master-dynamics/audio/48.mp3,house,0.5128121376037598,-2.056352376937866,0.5250896215438843,26723,4.552314,2.937506914138794,0.0011730790138244629,0.34642504547122477
98,../master-dynamics/audio/98.mp3,jazz,0.12393886595964432,-14.70964527130127,4.101858139038086,0,31.505066,10.196639060974121,0.0029734447598457336,0.14104924725839219
249,../master-dynamics/audio/249.mp3,hip-hop,0.2394268959760666,-9.951761245727539,1.508920669555664,0,3.919818,5.114521503448486,0.009666159749031067,0.28955098723822176
443,../master-dynamics/audio/443.mp3,pop,0.12935873866081238,-14.032621383666992,3.9852066040039062,2,11.357001,10.454120635986328,0.006529450416564941,0.2831330226958154
632,../master-dynamics/audio/632.mp3,disco,0.23631195724010468,-10.677091598510742,1.543853759765625,14,5.340554,5.535894393920898,0.007117018103599548,0.1490584964559909
312,../master-dynamics/audio/312.mp3,country,0.26796701550483704,-7.597393989562988,0.9856200218200684,29,2.6547031,4.727210998535156,-0.038135260343551636,0.37054308996807683
114,../master-dynamics/audio/114.mp3,jazz,0.27741000056266785,-9.213178634643555,1.261362075805664,14,5.000295,4.56256628036499,0.007415562868118286,0.16331652249856718
